-2.000000000000000000e+00 -6.520771444873696510e+01
-1.954773869346733584e+00 -6.341711405808186441e+01
-1.909547738693467389e+00 -4.601945486065511659e+01
-1.864321608040200973e+00 -4.615383237676311268e+01
-1.819095477386934778e+00 -3.683719993491931177e+01
-1.773869346733668362e+00 -5.299600672703245152e+01
-1.728643216080401945e+00 -4.749782451165626895e+01
-1.683417085427135529e+00 -3.720560746107980776e+01
-1.638190954773869334e+00 -4.874963799489302829e+01
-1.592964824120603140e+00 -3.636899165794089583e+01
-1.547738693467336724e+00 -2.733534813017134368e+01
-1.502512562814070307e+00 -3.867466937968682572e+01
-1.457286432160803891e+00 -2.837429937387816636e+01
-1.412060301507537696e+00 -4.229516864734095805e+01
-1.366834170854271280e+00 -2.792022953242278049e+01
-1.321608040201005085e+00 -2.859682729416751101e+01
-1.276381909547738669e+00 -2.283197951523849412e+01
-1.231155778894472252e+00 -3.283587508614005657e+01
-1.185929648241206058e+00 -1.442181676016733149e+01
-1.140703517587939642e+00 -2.211013721538339638e+01
-1.095477386934673447e+00 -1.440867147138675364e+00
-1.050251256281407031e+00 -1.860261641176533942e+01
-1.005025125628140614e+00 3.446122310433693769e+00
-9.597989949748744198e-01 -4.014861899495873132e+00
-9.145728643216080034e-01 -2.235769704849514738e+01
-8.693467336683415869e-01 -1.170812361559270087e+01
-8.241206030150753925e-01 -1.825697517507666845e+01
-7.788944723618089760e-01 -1.148291749930422689e+01
-7.336683417085425596e-01 -6.699200955721802409e+00
-6.884422110552763652e-01 -2.757428938599108648e+00
-6.432160804020099487e-01 3.648999738092866707e+00
-5.979899497487437543e-01 -2.425259253629249656e+00
-5.527638190954773378e-01 9.528204241711247136e+00
-5.075376884422109214e-01 -8.767617667811100191e+00
-4.623115577889447270e-01 1.869180559434200362e+00
-4.170854271356783105e-01 2.667417393855499697e+01
-3.718592964824121161e-01 9.426881393835099487e+00
-3.266331658291456996e-01 5.308616262298960109e+00
-2.814070351758792832e-01 1.396064146820625140e+01
-2.361809045226130888e-01 -8.700365245646571211e+00
-1.909547738693466723e-01 2.597872740172558537e+01
-1.457286432160802558e-01 2.516006630542644729e+01
-1.005025125628140614e-01 1.560087725603682607e+01
-5.527638190954764497e-02 1.858533485959812026e+01
-1.005025125628122851e-02 2.702772238029835705e+01
3.517587939698518795e-02 2.247365718001468338e+00
8.040201005025116032e-02 3.278115945742307957e+01
1.256281407035175768e-01 2.503693519727925931e+01
1.708542713567839932e-01 4.546230709487944921e+01
2.160804020100504097e-01 3.381000620596527995e+01
2.613065326633168262e-01 2.490101915457944060e+01
3.065326633165827985e-01 3.112987161887683030e+01
3.517587939698492150e-01 2.996657584114081274e+01
3.969849246231156314e-01 3.252553939230929103e+01
4.422110552763820479e-01 2.345638914780674256e+01
4.874371859296484644e-01 1.391976295975348421e+01
5.326633165829148808e-01 3.011863762682351364e+01
5.778894472361808532e-01 2.163727423248381854e+01
6.231155778894472697e-01 4.115678277172785471e+01
6.683417085427136861e-01 5.022184865340051374e+01
7.135678391959801026e-01 6.131140964415946115e+01
7.587939698492465190e-01 3.479843041784316426e+01
8.040201005025124914e-01 5.325427280406523778e+01
8.492462311557789079e-01 4.978244448276223721e+01
8.944723618090453243e-01 5.068391478537684236e+01
9.396984924623117408e-01 4.399528304780098154e+01
9.849246231155781572e-01 5.773061890058644252e+01
1.030150753768844130e+00 5.121856236280491004e+01
1.075376884422110546e+00 3.720728463978433354e+01
1.120603015075376963e+00 4.323362067310757340e+01
1.165829145728643379e+00 4.865563111271948316e+01
1.211055276381909795e+00 4.131051823042565019e+01
1.256281407035175768e+00 5.755161963603459441e+01
1.301507537688442184e+00 4.144894769755484276e+01
1.346733668341708601e+00 3.987098035449574240e+01
1.391959798994975017e+00 4.150526457877600706e+01
1.437185929648241434e+00 4.679202218660560675e+01
1.482412060301507850e+00 5.302787233110623788e+01
1.527638190954773822e+00 4.573499903277791390e+01
1.572864321608040239e+00 6.939445590560458754e+01
1.618090452261306655e+00 5.447326775418529365e+01
1.663316582914573072e+00 5.262526846225357247e+01
1.708542713567839488e+00 3.484852521961319383e+01
1.753768844221105461e+00 5.015193073276410729e+01
1.798994974874371877e+00 8.169346047395990240e+01
1.844221105527638294e+00 4.672777797246963871e+01
1.889447236180904710e+00 7.479585574112574875e+01
1.934673366834171127e+00 6.640139067507095660e+01
1.979899497487437543e+00 7.884520993627806718e+01
2.025125628140703959e+00 3.862340873325520363e+01
2.070351758793970376e+00 6.578842591769411285e+01
2.115577889447235904e+00 7.841163811112434701e+01
2.160804020100502321e+00 4.002530928104059171e+01
2.206030150753768737e+00 7.376039695511227023e+01
2.251256281407035154e+00 6.213652086012983489e+01
2.296482412060301570e+00 7.035447756078458781e+01
2.341708542713567986e+00 5.987859556432552921e+01
2.386934673366834403e+00 5.905891824065298579e+01
2.432160804020100819e+00 8.143642652020135131e+01
2.477386934673367236e+00 6.905454657076847980e+01
2.522613065326633652e+00 6.465605409783320567e+01
2.567839195979900069e+00 7.858768980837950835e+01
2.613065326633165597e+00 8.031395778649125816e+01
2.658291457286432014e+00 7.681279612628065934e+01
2.703517587939698430e+00 6.116978969181186443e+01
2.748743718592964846e+00 5.921516919191710571e+01
2.793969849246231263e+00 7.285878918785496694e+01
2.839195979899497679e+00 5.838306920247281084e+01
2.884422110552764096e+00 6.672636014800684734e+01
2.929648241206030512e+00 7.583596986339682644e+01
2.974874371859296929e+00 7.281841679994229821e+01
3.020100502512563345e+00 7.833353232999492377e+01
3.065326633165829762e+00 8.850983183532152054e+01
3.110552763819095290e+00 6.387772560356007290e+01
3.155778894472361706e+00 6.534349694141259590e+01
3.201005025125628123e+00 6.616102112649198830e+01
3.246231155778894539e+00 6.035792528225691456e+01
3.291457286432160956e+00 6.194855780755177932e+01
3.336683417085427372e+00 5.295031067122009460e+01
3.381909547738693789e+00 6.069732066379099678e+01
3.427135678391960205e+00 7.174648129325464652e+01
3.472361809045226622e+00 5.388148921982575246e+01
3.517587939698493038e+00 6.059565453762397169e+01
3.562814070351758566e+00 4.836241174490344008e+01
3.608040201005024983e+00 5.101302685873262988e+01
3.653266331658291399e+00 4.773042378925747187e+01
3.698492462311557816e+00 7.564788439315164226e+01
3.743718592964824232e+00 5.875181636455423728e+01
3.788944723618090649e+00 5.706853511697524794e+01
3.834170854271357065e+00 7.568374895969724037e+01
3.879396984924623482e+00 7.140688101086008999e+01
3.924623115577889898e+00 7.875651077413961332e+01
3.969849246231156314e+00 5.909548355077750159e+01
4.015075376884422731e+00 5.915988849201521305e+01
4.060301507537688259e+00 6.201990360545389080e+01
4.105527638190954676e+00 4.356227577697680431e+01
4.150753768844221092e+00 6.172453943821689393e+01
4.195979899497487509e+00 7.259924275357585088e+01
4.241206030150753925e+00 5.643577651553630403e+01
4.286432160804020342e+00 5.417032455290117809e+01
4.331658291457286758e+00 5.023204826765378073e+01
4.376884422110553174e+00 4.142421015563623143e+01
4.422110552763819591e+00 4.219460965666207386e+01
4.467336683417086007e+00 5.454285296497767632e+01
4.512562814070351536e+00 5.764753164733971147e+01
4.557788944723617952e+00 6.638280847388739403e+01
4.603015075376884369e+00 6.891531793278669227e+01
4.648241206030150785e+00 6.311696488409123873e+01
4.693467336683417201e+00 4.044606879409156619e+01
4.738693467336683618e+00 5.251860592150960372e+01
4.783919597989950034e+00 4.477666539310439475e+01
4.829145728643216451e+00 4.527667417704314090e+01
4.874371859296482867e+00 4.481442762882040398e+01
4.919597989949749284e+00 6.452327244011266316e+01
4.964824120603015700e+00 1.688487723200806556e+01
5.010050251256281229e+00 4.532422685079384905e+01
5.055276381909547645e+00 4.556618262251981122e+01
5.100502512562814061e+00 4.667635152258334585e+01
5.145728643216080478e+00 5.279214451774402050e+01
5.190954773869346894e+00 4.413040541489136359e+01
5.236180904522613311e+00 1.970015896661437438e+01
5.281407035175879727e+00 3.987260586826266717e+01
5.326633165829146144e+00 4.190788438946687222e+01
5.371859296482412560e+00 4.643674389661198632e+01
5.417085427135678977e+00 2.682466740988368770e+01
5.462311557788945393e+00 3.531049980871672034e+01
5.507537688442210921e+00 2.819188208884905578e+01
5.552763819095477338e+00 1.951971978488856863e+01
5.597989949748743754e+00 4.156913730634757087e+01
5.643216080402010171e+00 3.369066832477263773e+01
5.688442211055276587e+00 3.138984571880671481e+01
5.733668341708543004e+00 1.102140406281662166e+01
5.778894472361809420e+00 1.917011136151516837e+01
5.824120603015075837e+00 3.386193204354839281e+01
5.869346733668342253e+00 2.908714599774802423e+01
5.914572864321608670e+00 4.109819907819047557e+01
5.959798994974875086e+00 2.315350863346381516e+01
6.005025125628140614e+00 3.393502465039146188e+01
6.050251256281407919e+00 9.731668538389390832e+00
6.095477386934673447e+00 2.139451721650854665e+01
6.140703517587940752e+00 2.168118669237390250e+01
6.185929648241206280e+00 1.424423543627403710e+01
6.231155778894471808e+00 2.085211997504050174e+01
6.276381909547739113e+00 1.104397186106385931e+00
6.321608040201004641e+00 2.695722926621312965e+00
6.366834170854271946e+00 8.178131907322784500e+00
6.412060301507537474e+00 5.683557844929146619e+00
6.457286432160804779e+00 -4.061209858589407418e-01
6.502512562814070307e+00 -5.491338867066788865e+00
6.547738693467337612e+00 -4.940923167123202120e+00
6.592964824120603140e+00 -9.462651357875724756e+00
6.638190954773870445e+00 -1.279910443169474554e+01
6.683417085427135973e+00 5.055461525099465447e+00
6.728643216080401501e+00 2.330585246528270815e+00
6.773869346733668806e+00 3.372255038633401369e+00
6.819095477386934334e+00 6.539295976341943373e+00
6.864321608040201639e+00 1.332310884760546799e+01
6.909547738693467167e+00 -1.040814872767420241e+01
6.954773869346734472e+00 -1.357942920906776685e+01
7.000000000000000000e+00 -9.547340249289741010e+00
